"YEAR" "TEAM" "CONF" "G" "W" "L" "WL_perc" "BARTHAG" "WAB" "ADJ_T" "ADJOE" "ADJDE" "pp100p_ratio" "EFG_O" "EFG_D" "EFG_ratio" "TOR" "TORD" "TOR_ratio" "ORB" "DRB" "FTR" "FTRD" "FTR_ratio" "X2P_O" "X2P_D" "X3P_O" "X3P_D" "first_year" "age" "all_games_played" "all_WL_perc" "MM" "F4" "CHAMP" "POSTSEASON" "post"
"2019" "George_Washington" "A10" 33 9 24 0.272727272727273 0.259 -15.8 68.8 95.4 104.5 0.912918660287081 45.8 51.2 0.89453125 18.2 17.1 1.06432748538012 23.4 28.5 32.6 30.2 1.0794701986755 45.3 49.8 31.1 35.6 1913 103 2513 0.539 11 0 0 "no_postseason" "no"
"2019" "Georgetown" "BE" 33 19 14 0.575757575757576 0.6675 -2.5 73.6 107.7 101.3 1.06317867719645 51 50.2 1.01593625498008 17.9 16.3 1.09815950920245 29.1 26.2 38.2 30.3 1.26072607260726 49.6 49.6 35.6 34 1907 112 2739 0.614 30 5 1 "no_postseason" "no"
"2019" "Georgia" "SEC" 32 11 21 0.34375 0.6344 -7.4 70.2 105 100 1.05 50.1 48.5 1.03298969072165 22.5 15.5 1.45161290322581 32.7 31 41.3 29.9 1.38127090301003 51.1 47.8 32.2 33.2 1906 115 2748 0.521 12 1 0 "no_postseason" "no"
"2019" "Georgia_Southern" "SB" 31 21 10 0.67741935483871 0.6826 -4.9 74.8 107.3 100.3 1.06979062811565 54.3 51.4 1.05642023346304 18.6 20 0.93 27.4 28.7 35 31.3 1.11821086261981 56.8 51.7 32.4 34 1972 49 1413 0.512 3 0 0 "no_postseason" "no"
"2019" "Georgia_St." "SB" 33 24 9 0.727272727272727 0.6418 -1.3 71.3 106.4 101.1 1.05242334322453 53.7 50.3 1.0675944333996 16.4 21 0.780952380952381 23 33.8 35.4 30.9 1.14563106796116 51.2 51.2 38.1 32.8 1974 47 1361 0.443 5 0 0 "R64" "yes"
"2019" "Georgia_Tech" "ACC" 32 14 18 0.4375 0.6205 -4.8 68.5 99.9 95.7 1.04388714733542 49.2 45.7 1.07658643326039 21 18.7 1.12299465240642 25.3 31.6 34.3 34.8 0.985632183908046 50.7 46.3 30.7 29.7 1920 101 2608 0.526 16 2 0 "no_postseason" "no"
"2019" "Gonzaga" "WCC" 37 33 4 0.891891891891892 0.9744 7 72 123.4 89.9 1.3726362625139 59 44.2 1.33484162895928 14.9 19 0.784210526315789 31.5 26.8 35.3 25.9 1.36293436293436 61.4 43.4 36.3 30.4 1944 69 2021 0.653 22 1 0 "E8" "yes"
"2019" "Grambling_St." "SWAC" 31 17 14 0.548387096774194 0.2607 -11.5 70.7 94.9 104 0.9125 50 45.1 1.10864745011086 22.1 18 1.22777777777778 25.8 29.4 43 42.3 1.01654846335697 45.5 44.7 40.2 30.6 1978 43 1212 0.374 0 0 0 "no_postseason" "no"
"2019" "Grand_Canyon" "WAC" 33 20 13 0.606060606060606 0.6365 -5.6 69.3 106.3 101.2 1.050395256917 51.4 49.9 1.03006012024048 17.3 19.3 0.896373056994819 29 25.7 33.7 29.7 1.13468013468013 52.5 48.4 33.1 35.2 2000 7 211 0.607 0 0 0 "no_postseason" "no"
"2019" "Green_Bay" "Horz" 36 21 15 0.583333333333333 0.4648 -8.4 74.7 103.6 104.9 0.987607244995233 51.5 52.1 0.988483685220729 17.2 18.8 0.914893617021276 26.4 31.4 33.9 32.3 1.04953560371517 51.4 52.5 34.5 34.4 1982 39 1174 0.549 5 0 0 "no_postseason" "no"
"2019" "Hampton" "BSth" 32 18 14 0.5625 0.4565 -11.4 72.5 106.2 107.8 0.985157699443414 48.9 50.8 0.96259842519685 14.6 16.3 0.895705521472393 28.1 26.6 34.8 35.9 0.969359331476323 47.5 50.5 34.1 34.2 1996 25 755 0.525 6 0 0 "no_postseason" "no"
"2019" "Hartford" "AE" 32 18 14 0.5625 0.3988 -9.2 68.3 106.8 110.7 0.964769647696477 54.2 52.6 1.03041825095057 17.8 19.3 0.922279792746114 25.3 31 33.1 29.9 1.10702341137124 51.5 53.2 38.2 34.4 1923 45 1149 0.419 2 0 0 "no_postseason" "no"
"2019" "Harvard" "Ivy" 30 19 11 0.633333333333333 0.6528 -3.6 68.4 105 99.4 1.05633802816901 53.3 50.2 1.06175298804781 22.6 17.5 1.29142857142857 28.7 23.1 31.6 33.8 0.93491124260355 52.7 49.6 36.1 34.2 1901 109 2497 0.466 5 0 0 "no_postseason" "no"
"2019" "Hawaii" "BW" 29 18 11 0.620689655172414 0.4013 -8.6 67.5 102.4 106 0.966037735849057 52.3 50.8 1.02952755905512 17.6 17.4 1.01149425287356 26.9 24.7 31.2 32.9 0.948328267477204 52.2 50.3 35 34.5 1971 50 1453 0.528 5 0 0 "no_postseason" "no"
"2019" "High_Point" "BSth" 29 16 13 0.551724137931034 0.358 -10.2 65 98.7 103.9 0.94995187680462 49.1 50.3 0.976143141153082 20.4 16.3 1.25153374233129 34.1 25.5 33.8 29.1 1.16151202749141 51 51.5 30.3 32.6 2000 21 623 0.478 0 0 0 "no_postseason" "no"
"2019" "Hofstra" "CAA" 34 27 7 0.794117647058823 0.6533 -1.9 69 114.7 108.6 1.05616942909761 55.9 52.1 1.07293666026871 13.8 18.3 0.754098360655738 26.8 29.9 37.7 25 1.508 54.5 51.5 38.7 35.3 1943 55 1579 0.514 4 0 0 "no_postseason" "no"
"2019" "Holy_Cross" "Pat" 33 16 17 0.484848484848485 0.316 -11.3 65 99.6 106.5 0.935211267605634 52.7 53.8 0.979553903345725 16.1 22.1 0.728506787330317 20.6 32.9 23.1 26.8 0.861940298507463 52.5 52.2 35.4 37.3 1901 100 2420 0.584 13 2 1 "no_postseason" "no"
"2019" "Houston" "Amer" 37 33 4 0.891891891891892 0.9439 7.8 67.3 115.7 90.5 1.27845303867403 52.1 42.5 1.22588235294118 16.5 18.2 0.906593406593407 34.4 26 31.6 37.3 0.847184986595174 51.3 43 35.5 27.9 1951 70 2052 0.601 21 5 0 "S16" "yes"
"2019" "Houston_Baptist" "Slnd" 28 12 16 0.428571428571429 0.2576 -13.1 75.1 102.2 112.1 0.911685994647636 49.6 55.7 0.89048473967684 19.5 20.2 0.965346534653465 33.8 29.6 42.4 35.7 1.18767507002801 49.3 54.3 33.4 39 1974 26 731 0.416 1 0 0 "no_postseason" "no"
"2019" "Howard" "MEAC" 31 17 14 0.548387096774194 0.2077 -12.8 72.5 101.5 114.1 0.889570552147239 48.5 51.8 0.936293436293436 16.8 19.8 0.848484848484849 29.2 33.4 33.8 37.8 0.894179894179894 45.5 50.8 36.8 35.5 1974 47 1331 0.389 2 0 0 "no_postseason" "no"
"2019" "Idaho" "BSky" 29 5 24 0.172413793103448 0.072 -23.4 66.5 94.5 118 0.800847457627119 50.3 53.7 0.936685288640596 20 13.3 1.50375939849624 24.2 32 28.2 33.1 0.851963746223565 46.5 55.4 37.6 34.3 1906 115 2861 0.472 4 0 0 "no_postseason" "no"
"2019" "Idaho_St." "BSky" 28 11 17 0.392857142857143 0.189 -14.3 68.3 102.7 116.6 0.880789022298456 52 56.1 0.926916221033868 17.6 15 1.17333333333333 25.8 29.8 28.8 30.6 0.941176470588235 50.4 54.2 36.2 39.6 1959 62 1698 0.442 5 0 0 "no_postseason" "no"
"2019" "Illinois" "B10" 33 12 21 0.363636363636364 0.7633 -5.5 71.9 109.7 99.1 1.10696266397578 49.6 52.2 0.950191570881226 18.4 21.8 0.844036697247706 29.1 31.9 29.5 42.4 0.695754716981132 48.2 53.6 34.5 33 1906 115 2816 0.638 30 5 0 "no_postseason" "no"
"2019" "Illinois_Chicago" "Horz" 30 16 14 0.533333333333333 0.4762 -10.1 71.6 100.5 101.3 0.992102665350444 53.3 48.3 1.10351966873706 20 17.6 1.13636363636364 24.9 30.4 27.8 42 0.661904761904762 54.1 46.8 34.9 33.8 1982 39 1170 0.479 3 0 0 "no_postseason" "no"
"2019" "Illinois_St." "MVC" 32 17 15 0.53125 0.3973 -9 68.2 100.1 103.8 0.964354527938343 49.1 51.3 0.957115009746589 18.4 18.2 1.01098901098901 26 26.1 28.6 32.8 0.871951219512195 49.1 51.5 32.7 34 1899 61 1555 0.601 6 0 0 "no_postseason" "no"
"2019" "Incarnate_Word" "Slnd" 27 6 21 0.222222222222222 0.0875 -20.2 66.4 97.2 119.2 0.815436241610738 51.9 59.3 0.875210792580101 24.1 19.7 1.22335025380711 23.1 32.7 34.8 39.1 0.89002557544757 51.4 61.2 35.1 37.6 2014 7 188 0.452 0 0 0 "no_postseason" "no"
"2019" "Indiana" "B10" 35 19 16 0.542857142857143 0.802 0 68.5 107.5 95.2 1.12920168067227 51 48.2 1.05809128630705 17.9 18.1 0.988950276243094 28.1 28.1 34.6 29.2 1.18493150684932 53.1 47.3 31.2 33.1 1901 120 2899 0.636 39 8 5 "no_postseason" "no"
"2019" "Indiana_St." "MVC" 29 15 14 0.517241379310345 0.413 -9.5 70.2 101.1 104.3 0.969319271332694 48.6 51.5 0.94368932038835 18.6 19.4 0.958762886597938 23.7 27.2 35.8 38 0.942105263157895 46.7 52.1 35.6 33.7 1900 98 2181 0.515 4 1 0 "no_postseason" "no"
"2019" "Iona" "MAAC" 33 17 16 0.515151515151515 0.4044 -10.4 71.9 105.2 108.8 0.966911764705882 53 52.3 1.01338432122371 17.3 18.5 0.935135135135135 25.1 30.7 36.8 28.5 1.29122807017544 53.2 50.3 35.1 36.6 1954 67 1827 0.561 14 0 0 "R64" "yes"
"2019" "Iowa" "B10" 35 23 12 0.657142857142857 0.8385 3.2 70.9 116.1 100.6 1.15407554671968 52.7 51.5 1.02330097087379 17.2 18.4 0.934782608695652 29.8 29.4 42.3 28.8 1.46875 51.4 53.5 36.4 32.4 1893 123 2840 0.586 26 3 0 "R32" "yes"
"2019" "Iowa_St." "B12" 35 23 12 0.657142857142857 0.912 4.3 69.1 118.4 96.6 1.22567287784679 54.7 48.4 1.1301652892562 16.3 18.8 0.867021276595745 28.3 30.1 30 23.6 1.27118644067797 55 47.1 36.2 33.6 1908 113 2709 0.51 20 1 0 "R64" "yes"
"2019" "IUPUI" "Horz" 31 16 15 0.516129032258065 0.4132 -10.4 70.4 102.4 105.5 0.970616113744076 50.2 52.6 0.954372623574145 19.6 19.6 1 34.3 27.8 35.2 33.2 1.06024096385542 50.5 50.7 33 37 1999 22 669 0.471 1 0 0 "no_postseason" "no"
"2019" "Jackson_St." "SWAC" 30 13 17 0.433333333333333 0.1592 -14.5 67 90 104 0.865384615384615 44.6 49.2 0.90650406504065 20.4 20.7 0.985507246376812 28.7 27 34.3 44 0.779545454545454 45.9 46.8 27.9 35.5 1978 43 1277 0.468 3 0 0 "no_postseason" "no"
"2019" "Jacksonville" "ASun" 30 12 18 0.4 0.2581 -14.3 72.5 97 106.3 0.912511759172154 49.6 52.1 0.952015355086372 19.9 18.2 1.09340659340659 28.3 27.4 30.5 28.8 1.05902777777778 51 50.3 31.2 37 1967 54 1546 0.49 5 1 0 "no_postseason" "no"
"2019" "Jacksonville_St." "OVC" 31 24 7 0.774193548387097 0.6165 -3.2 69.1 103.6 99.5 1.04120603015075 50.5 48.7 1.03696098562628 18.8 20.4 0.92156862745098 33 25.6 30.2 30.1 1.00332225913621 52.3 47.7 31 33.3 1996 25 726 0.433 1 0 0 "no_postseason" "no"
"2019" "James_Madison" "CAA" 31 14 17 0.451612903225806 0.2487 -14.1 66.4 100 110.1 0.908265213442325 50.2 52.9 0.948960302457467 18.8 16.4 1.14634146341463 30.1 29.4 33.4 34 0.982352941176471 47.5 52.6 36.6 35.7 1977 44 1301 0.51 5 0 0 "no_postseason" "no"
"2019" "Kansas" "B12" 36 26 10 0.722222222222222 0.9092 8.3 71.5 112.9 92.4 1.22186147186147 52.6 47.8 1.10041841004184 18.8 18.2 1.03296703296703 30.1 27.9 32.5 27.8 1.16906474820144 52.6 46 35 33.6 1899 122 3145 0.726 48 15 3 "R32" "yes"
"2019" "Kansas_St." "B12" 34 25 9 0.735294117647059 0.9151 6.5 64.9 108 87.8 1.23006833712984 49.4 48.2 1.02489626556017 17.4 22.8 0.763157894736842 28.3 25.7 30.6 30.7 0.996742671009772 48.9 49 33.4 31.4 1906 115 2823 0.589 31 4 0 "R64" "yes"
"2019" "Kennesaw_St." "ASun" 30 5 25 0.166666666666667 0.1151 -18.6 69.6 91.2 108.9 0.837465564738292 40.9 53.7 0.761638733705773 19 17.1 1.11111111111111 29.2 30.8 30.1 27.7 1.08664259927798 39.1 53.7 31.4 35.9 2010 11 329 0.258 0 0 0 "no_postseason" "no"
"2019" "Kent_St." "MAC" 31 22 9 0.709677419354839 0.5782 -2.7 68.9 109 106 1.02830188679245 49.6 52.7 0.941176470588235 16.4 19 0.863157894736842 33.2 30.6 31.8 35.9 0.885793871866295 49.1 53.2 33.6 34.7 1914 101 2416 0.494 6 0 0 "no_postseason" "no"
"2019" "Kentucky" "SEC" 37 30 7 0.810810810810811 0.9568 8.8 66.9 117.5 89.8 1.30846325167038 53 46.6 1.13733905579399 18.6 17.9 1.0391061452514 36.8 25.5 41.9 26.8 1.5634328358209 52.9 43.6 35.4 34.3 1903 117 3015 0.764 59 17 8 "E8" "yes"
"2019" "La_Salle" "A10" 31 10 21 0.32258064516129 0.422 -13.3 70.6 99.7 102.5 0.972682926829268 47.2 51.3 0.920077972709552 20.2 19.8 1.02020202020202 28.9 28.9 28.5 41.3 0.690072639225182 45.3 51.2 33.1 34.2 1932 89 2378 0.581 12 2 1 "no_postseason" "no"
"2019" "Lafayette" "Pat" 29 10 19 0.344827586206897 0.209 -15.7 70.2 100.5 112.8 0.890957446808511 52.6 54.7 0.961608775137112 18.7 15.3 1.22222222222222 22.2 26.7 24.5 31.2 0.78525641025641 49.2 52.9 38.3 38.6 1901 110 2615 0.513 4 0 0 "no_postseason" "no"
"2019" "Lamar" "Slnd" 29 20 9 0.689655172413793 0.3905 -9 69.7 103 107 0.962616822429907 49.3 52.2 0.944444444444444 20 19.8 1.01010101010101 36.2 27.4 42.3 35.7 1.18487394957983 48.8 52.3 33.6 34.6 1970 51 1468 0.513 6 0 0 "no_postseason" "no"
"2019" "Lehigh" "Pat" 31 20 11 0.645161290322581 0.4762 -5.5 72.9 107.3 108.2 0.991682070240296 56.4 50.2 1.12350597609562 18.5 15.6 1.18589743589744 23.5 27.5 34.9 30.5 1.14426229508197 51.9 49.9 42.4 33.8 1902 119 2534 0.438 5 0 0 "no_postseason" "no"
"2019" "Liberty" "BSth" 33 29 4 0.878787878787879 0.7428 -0.6 63.5 109.2 99.6 1.09638554216867 55.9 48.9 1.14314928425358 17.2 20.5 0.839024390243902 25.2 26.4 26.7 32.7 0.81651376146789 56.4 48.3 36.8 33.3 1989 32 971 0.482 4 0 0 "R32" "yes"
"2019" "Lipscomb" "ASun" 35 29 6 0.828571428571429 0.7929 -0.5 74.4 110.2 98.1 1.12334352701325 54.8 48.4 1.13223140495868 17.8 19.6 0.908163265306122 26 23.8 36.3 27.9 1.3010752688172 53.8 48.5 37.5 32.1 2004 17 513 0.53 1 0 0 "no_postseason" "no"
"2019" "LIU_Brooklyn" "NEC" 31 16 15 0.516129032258065 0.2955 -13 72.3 97.3 104.9 0.927550047664442 50.7 48.2 1.05186721991701 20.1 18.5 1.08648648648649 28.3 29.5 34.4 35.4 0.971751412429379 50.3 47.7 34.1 32.8 1929 75 2000 0.559 7 0 0 "no_postseason" "no"
"2019" "Long_Beach_St." "BW" 32 15 17 0.46875 0.3533 -11.8 73 99.9 105.3 0.948717948717949 47.6 51.1 0.931506849315068 19 18.9 1.00529100529101 28.9 33 40.8 30.2 1.35099337748344 46.3 51.6 33.8 33.5 1970 51 1513 0.543 9 0 0 "no_postseason" "no"
"2019" "Longwood" "BSth" 31 16 15 0.516129032258065 0.2814 -13 68.5 98.5 106.9 0.921421889616464 52.4 50.5 1.03762376237624 20.4 17.4 1.17241379310345 24.5 25.2 33.6 33.7 0.997032640949555 50.8 50.5 36 33.7 2008 11 401 0.329 0 0 0 "no_postseason" "no"
"2019" "Louisiana_Lafayette" "SB" 30 19 11 0.633333333333333 0.4945 -6.5 73.4 106.3 106.5 0.998122065727699 50.9 53.2 0.956766917293233 17.4 20 0.87 29.1 31.9 35.1 36.9 0.951219512195122 50.5 52.3 34.2 36.6 1974 47 1393 0.578 5 0 0 "no_postseason" "no"
"2019" "Louisiana_Monroe" "SB" 34 19 15 0.558823529411765 0.5706 -7.4 67.6 111.3 108.6 1.02486187845304 54 52.9 1.02079395085066 16.2 17.4 0.931034482758621 26.9 29 35.8 28.4 1.26056338028169 49.6 52.7 39.7 35.4 1972 49 1405 0.581 10 0 0 "no_postseason" "no"
"2019" "Louisiana_Tech" "CUSA" 31 20 11 0.645161290322581 0.5326 -7 67 103.3 102.1 1.01175318315377 49.8 49.3 1.01014198782961 17 19.2 0.885416666666667 29.4 28.8 35.9 30.2 1.1887417218543 49.3 49.1 33.7 33 1974 47 1369 0.524 7 0 0 "no_postseason" "no"
"2019" "Louisville" "ACC" 34 20 14 0.588235294117647 0.9023 2.3 68.6 112.9 93.1 1.21267454350161 50.9 46.7 1.08993576017131 17.5 16.1 1.08695652173913 29.1 25.9 34.9 32 1.090625 50.6 46 34.2 32 1912 106 2787 0.666 43 10 3 "R64" "yes"
"2019" "Loyola_Chicago" "MVC" 33 20 13 0.606060606060606 0.6644 -7.2 64.2 104.2 98.2 1.06109979633401 55.1 51.1 1.07827788649706 18.8 20.5 0.917073170731707 19.9 21.7 32 23.9 1.33891213389121 55 48.7 36.7 36.6 1921 99 2500 0.533 6 2 1 "no_postseason" "no"
"2019" "Loyola_Marymount" "WCC" 32 22 10 0.6875 0.6228 -4 64 103.1 98.7 1.04457953394124 49.5 49.6 0.997983870967742 19.3 21.6 0.893518518518518 29.4 27.2 36.7 36.2 1.01381215469613 50.3 50.3 31.6 32.4 1943 73 2003 0.436 5 0 0 "no_postseason" "no"
"2019" "Loyola_MD" "Pat" 32 11 21 0.34375 0.2757 -15.1 70.1 100.5 109.4 0.918647166361974 51.6 55.6 0.928057553956835 19.5 20.6 0.946601941747573 27.9 29.6 33.6 32.3 1.04024767801858 51.8 53.7 34.2 39.2 1908 76 1751 0.458 2 0 0 "no_postseason" "no"
"2019" "LSU" "SEC" 35 28 7 0.8 0.9081 7.3 71.2 117.9 96.6 1.22049689440994 51.2 49.9 1.02605210420842 17.9 20.1 0.890547263681592 36.7 30.8 37.1 33.1 1.12084592145015 52.9 49.4 31.9 33.7 1909 112 2760 0.569 22 4 0 "S16" "yes"
"2019" "Maine" "AE" 31 5 26 0.161290322580645 0.1163 -20.9 65.3 93 110.9 0.838593327321912 48.6 55.3 0.878842676311031 22.2 19.1 1.16230366492147 25.9 27.2 25.6 38.6 0.663212435233161 49.9 52.7 31 38.7 1904 76 1754 0.457 2 0 0 "no_postseason" "no"
"2019" "Manhattan" "MAAC" 32 11 21 0.34375 0.1496 -17.4 63.3 89.2 103.8 0.859344894026975 47.4 51 0.929411764705882 24.1 23.5 1.02553191489362 30.6 30.3 33.3 45.6 0.730263157894737 45.6 48.6 33.2 36.1 1905 114 2623 0.522 8 0 0 "no_postseason" "no"
"2019" "Marist" "MAAC" 31 12 19 0.387096774193548 0.3218 -15.1 65.9 100.4 107.1 0.937441643323996 52.3 53 0.986792452830189 18.9 19.3 0.979274611398964 24.3 26.6 32.2 35.9 0.896935933147632 50.8 52.6 36.3 35.5 1982 39 1135 0.437 2 0 0 "no_postseason" "no"
"2019" "Marquette" "BE" 34 24 10 0.705882352941177 0.8524 2.7 70.5 111.7 95.9 1.16475495307612 53.5 46.3 1.15550755939525 19.4 16.6 1.16867469879518 29.4 26.1 35.1 35.9 0.977715877437326 50 45.1 38.8 32.4 1917 103 2653 0.619 33 3 1 "R64" "yes"
"2019" "Marshall" "CUSA" 37 23 14 0.621621621621622 0.486 -6.4 75.7 105.5 106 0.995283018867924 51.9 52 0.998076923076923 15.9 20.8 0.764423076923077 22.9 32.3 30.5 32.4 0.941358024691358 52.3 51.4 34.2 35.5 1919 96 2475 0.572 6 0 0 "no_postseason" "no"
"2019" "Maryland" "B10" 34 23 11 0.676470588235294 0.8875 4.2 67.7 111.6 93.3 1.19614147909968 51.4 45.9 1.119825708061 19.4 14.1 1.3758865248227 34.1 24.8 32.8 26.6 1.23308270676692 50.8 44.7 34.9 31.9 1924 97 2611 0.603 28 2 1 "R32" "yes"
"2019" "Maryland_Eastern_Shore" "MEAC" 30 7 23 0.233333333333333 0.0346 -19.9 64.5 85.7 114.4 0.749125874125874 43.5 54.4 0.799632352941177 20.7 19 1.08947368421053 22.8 31.7 28.3 36.6 0.773224043715847 44.5 53.2 27.9 37.3 1987 34 990 0.399 2 0 0 "no_postseason" "no"
"2019" "Massachusetts" "A10" 32 11 21 0.34375 0.3433 -13.8 69 102.6 108.6 0.94475138121547 51.1 51.2 0.998046875 20.2 16.8 1.20238095238095 31.5 27.1 31.3 41.4 0.756038647342995 50.2 50.6 35 35 1926 61 1745 0.545 9 1 0 "no_postseason" "no"
"2019" "McNeese_St." "Slnd" 27 9 18 0.333333333333333 0.1306 -17.4 67.5 96.3 113.6 0.847711267605634 49.8 54.2 0.918819188191882 21.3 17.7 1.20338983050847 29.7 31.9 38.8 29.3 1.32423208191126 51.3 53.8 31 36.5 1974 47 1339 0.476 2 0 0 "no_postseason" "no"
"2019" "Memphis" "Amer" 36 22 14 0.611111111111111 0.7973 -1.4 75.7 108.1 96 1.12604166666667 51 48.6 1.04938271604938 19.8 21.3 0.929577464788732 33.4 30.9 37.3 37.5 0.994666666666667 52.5 48.9 32.2 32.2 1956 65 1958 0.669 25 3 0 "no_postseason" "no"
"2019" "Mercer" "SC" 29 11 18 0.379310344827586 0.4054 -12.2 68.3 101.9 105.3 0.967711301044634 51 52.7 0.967741935483871 19.3 20.1 0.960199004975124 28.8 32.3 35.7 34.7 1.02881844380403 51.2 53.4 33.8 34.6 1974 47 1369 0.476 3 0 0 "no_postseason" "no"
"2019" "Miami_FL" "ACC" 32 14 18 0.4375 0.7632 -5.1 68.3 109.3 98.8 1.10627530364372 50.8 52 0.976923076923077 16.9 19.8 0.853535353535353 25.9 29.8 30.8 22.7 1.3568281938326 51.4 51.7 33.3 34.9 1949 57 1624 0.575 10 0 0 "no_postseason" "no"
"2019" "Miami_OH" "MAC" 30 15 15 0.5 0.5469 -8.7 67.6 103 101.4 1.01577909270217 48.6 51.1 0.951076320939335 18.7 16.7 1.11976047904192 30 25.3 34.7 33.9 1.023598820059 48.7 51.3 32.3 33.9 1906 115 2597 0.537 17 0 0 "no_postseason" "no"
"2019" "Michigan" "B10" 37 30 7 0.810810810810811 0.9665 9.2 65.9 114.6 85.6 1.33878504672897 51.6 44.1 1.17006802721088 13.9 18 0.772222222222222 24.7 24.8 27.5 24.1 1.14107883817427 51.8 44.3 34.2 29.1 1918 103 2668 0.609 29 8 1 "S16" "yes"
"2019" "Michigan_St." "B10" 39 32 7 0.82051282051282 0.9597 10.7 68.6 119.9 91 1.31758241758242 55.2 43.9 1.25740318906606 18.5 14.9 1.24161073825503 33.9 26.4 33.6 27.5 1.22181818181818 54.3 41.9 37.8 31.6 1899 121 2823 0.612 33 10 2 "F4" "yes"
"2019" "Middle_Tennessee" "CUSA" 30 11 19 0.366666666666667 0.3091 -13.3 69.1 96.8 103.8 0.932562620423892 46.7 50.8 0.919291338582677 22.8 17.5 1.30285714285714 32.3 28.1 29.6 34.2 0.865497076023392 45.7 50.5 32.3 34.1 1959 62 1752 0.555 9 0 0 "no_postseason" "no"
"2019" "Milwaukee" "Horz" 30 9 21 0.3 0.2718 -16.1 67.6 98.6 107.4 0.918063314711359 48.1 51.7 0.93036750483559 18 15.3 1.17647058823529 26.7 28.3 28.2 36.3 0.776859504132231 46.5 53 33.8 33.3 1974 37 1078 0.489 4 0 0 "no_postseason" "no"
"2019" "Minnesota" "B10" 36 22 14 0.611111111111111 0.8284 2.7 68.8 110.4 96.3 1.14641744548287 48.2 49.5 0.973737373737374 17.1 16.9 1.01183431952663 31.4 28.4 41.6 28.2 1.47517730496454 48.5 48.7 31.7 34 1896 125 2880 0.575 14 1 0 "R32" "yes"
"2019" "Mississippi" "SEC" 33 20 13 0.606060606060606 0.8433 0.9 69.7 113.3 97.9 1.15730337078652 53.1 51 1.04117647058824 18.2 20.6 0.883495145631068 30.2 29.3 30.9 33.5 0.922388059701493 52.7 48.2 35.8 37.4 1909 110 2642 0.501 9 0 0 "R64" "yes"
"2019" "Mississippi_St." "SEC" 34 23 11 0.676470588235294 0.898 4.5 69 116.9 96.8 1.20764462809917 54.6 50.3 1.08548707753479 19.2 19.5 0.984615384615385 34.7 29.6 32.7 32.1 1.01869158878505 53.4 48.4 37.7 35.7 1909 108 2635 0.544 11 1 0 "R64" "yes"
"2019" "Mississippi_Valley_St." "SWAC" 31 6 25 0.193548387096774 0.0657 -20.2 70.6 89.8 113.2 0.793286219081272 41.9 54.1 0.77449168207024 18.5 17.5 1.05714285714286 28.4 31.7 33.7 32 1.053125 40.1 51.4 31 39.1 1980 41 1192 0.399 5 0 0 "no_postseason" "no"
"2019" "Missouri" "SEC" 32 15 17 0.46875 0.8011 -3 66.1 107.3 95 1.12947368421053 50.5 49.4 1.02226720647773 21 18.1 1.16022099447514 31.9 25.7 29.8 38.1 0.782152230971129 47.6 50.6 36.3 31.9 1907 114 2818 0.585 27 0 0 "no_postseason" "no"
"2019" "Missouri_St." "MVC" 31 16 15 0.516129032258065 0.4781 -9.9 67.4 101.7 102.5 0.99219512195122 51.2 53.5 0.957009345794393 18.2 21.8 0.834862385321101 25.4 25.3 36.9 35 1.05428571428571 51.4 49.4 33.9 40.3 1983 38 1178 0.59 6 0 0 "no_postseason" "no"
"2019" "Monmouth" "MAAC" 35 14 21 0.4 0.2422 -15.4 68.9 92.7 102.3 0.906158357771261 45.8 51.1 0.896281800391389 20.6 21.2 0.971698113207547 29.3 28.5 40.3 43.2 0.93287037037037 46.4 48.4 29.7 35.8 1984 37 1090 0.475 4 0 0 "no_postseason" "no"
"2019" "Montana" "BSky" 33 26 7 0.787878787878788 0.5812 -3.2 68 106.2 103.2 1.02906976744186 56.1 50.1 1.11976047904192 17.3 19.2 0.901041666666667 27.4 24.9 31.6 37.3 0.847184986595174 55.6 49.3 37.8 34.4 1912 105 2650 0.545 12 0 0 "R64" "yes"
"2019" "Montana_St." "BSky" 31 15 16 0.483870967741935 0.2578 -12.3 71.3 105.6 115.7 0.912705272255834 53.4 57.1 0.935201401050788 17.1 17.2 0.994186046511628 26.3 26.6 34.9 28.3 1.23321554770318 51.1 57.4 37.6 37.8 1902 109 2632 0.545 2 0 0 "no_postseason" "no"
"2019" "Morehead_St." "OVC" 31 13 18 0.419354838709677 0.2913 -12.6 68.8 101.1 109.2 0.925824175824176 48.4 52.5 0.921904761904762 17.2 17.7 0.971751412429379 27.8 31.6 33.9 28.4 1.19366197183099 47.1 51.3 33.6 36.4 1956 65 1786 0.498 7 0 0 "no_postseason" "no"
"2019" "Morgan_St." "MEAC" 28 9 19 0.321428571428571 0.097 -17.3 73.6 91.8 111.4 0.824057450628366 43.7 53.4 0.818352059925094 17.9 23.9 0.748953974895398 31.8 35.2 34.3 39.9 0.859649122807018 41.5 52.4 33.1 36.7 1985 36 1049 0.365 2 0 0 "no_postseason" "no"
"2019" "Mount_St._Mary's" "NEC" 29 9 20 0.310344827586207 0.1679 -16.9 68.7 94.6 108.8 0.869485294117647 47.9 52.1 0.919385796545106 19 17.8 1.06741573033708 25.1 31.5 33.9 34.8 0.974137931034483 48.7 51.1 31.2 35.8 1989 32 938 0.434 5 0 0 "no_postseason" "no"
